,Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture)
6753,339.24,0.0,102.42,309.15,0.0,751.88,697.58
6754,308.41,0.0,129.36,228.56,0.0,882.2,804.82
6755,329.0,0.0,99.25,191.72,0.0,887.83,821.96
6756,214.88,0.0,90.56,159.21,0.0,997.64,898.21
6757,253.47,0.0,107.69,162.69,0.0,1014.92,834.64
6758,272.09,136.5,0.0,210.08,0.0,808.44,774.82
6759,376.56,0.0,0.0,221.93,0.0,1011.27,763.79
6760,383.93,0.0,0.0,219.98,0.0,947.75,858.4
6761,373.58,0.0,0.0,259.33,0.0,994.42,779.61
6762,443.1,0.0,0.0,209.68,0.0,870.27,720.17
6763,366.78,0.0,0.0,153.37,0.0,1169.4,805.6
6764,323.12,0.0,0.0,188.97,0.0,1083.29,848.76
6765,403.18,0.0,0.0,141.63,5.96,962.23,880.54
6766,290.83,0.0,108.41,227.98,0.0,872.41,861.82
6767,247.35,131.45,0.0,207.17,0.0,991.46,904.31
6768,344.03,0.0,99.91,159.16,7.3,989.42,709.65
6769,389.56,0.0,0.0,266.77,0.0,953.17,765.26
6770,363.25,0.0,0.0,126.34,9.25,978.3,912.33
6771,323.89,0.0,98.51,184.47,0.0,1044.92,821.88
6772,262.13,0.0,89.58,129.4,7.13,1061.12,852.74
6773,350.53,0.0,0.0,243.03,0.0,993.58,904.28
6774,362.38,0.0,0.0,244.87,0.0,997.75,751.85
6775,381.29,0.0,0.0,184.92,0.0,956.95,688.97
6776,282.07,132.03,0.0,209.26,0.0,954.59,872.12
6777,361.69,0.0,0.0,192.13,0.0,1014.45,752.81
6778,328.15,0.0,84.44,205.68,0.0,997.75,826.02
6779,443.3,0.0,0.0,202.97,0.0,914.35,826.9
6780,331.19,0.0,88.54,139.29,7.72,878.31,829.33
6781,269.69,162.83,0.0,265.53,0.0,953.86,755.46
6782,181.32,152.14,0.0,217.49,0.0,986.32,860.09
6783,203.93,168.68,0.0,189.58,0.0,991.74,700.7
6784,246.68,163.97,0.0,233.17,0.0,924.38,633.87
6785,405.28,0.0,0.0,179.75,0.0,979.45,688.61
6786,445.07,0.0,0.0,311.33,0.0,866.28,635.4
6787,355.42,0.0,0.0,109.54,6.43,1128.48,753.15
6788,381.46,0.0,0.0,131.73,8.05,987.25,922.36
6789,433.72,0.0,0.0,244.95,0.0,841.05,709.47
6790,338.54,0.0,0.0,135.82,0.0,952.8,801.33
6791,279.25,0.0,74.2,108.76,6.99,1116.88,826.54
6792,415.01,0.0,0.0,166.09,0.0,902.69,738.9
6793,416.21,0.0,0.0,213.74,0.0,989.21,755.26
6794,420.89,0.0,0.0,293.89,0.0,892.43,616.33
6795,340.97,0.0,108.59,285.84,0.0,911.06,796.45
6796,432.31,0.0,0.0,247.56,0.0,931.9,719.15
6797,266.2,176.82,0.0,207.08,0.0,963.3,709.44
6798,384.77,0.0,0.0,149.49,9.6,987.38,698.57
6799,313.66,0.0,125.66,155.36,5.38,1050.76,775.37
6800,384.25,0.0,0.0,189.33,0.0,880.98,809.28
6801,445.16,0.0,0.0,244.63,0.0,887.68,873.85
6802,216.79,0.0,84.06,119.18,9.41,1112.87,800.38
6803,324.82,0.0,91.59,133.5,8.04,893.14,757.89
6804,418.64,0.0,0.0,189.64,0.0,1072.8,811.68
6805,439.71,0.0,0.0,233.27,0.0,1000.52,766.77
6806,442.28,0.0,0.0,273.24,0.0,882.71,618.44
6807,420.03,0.0,0.0,285.3,0.0,893.09,825.36
6808,198.83,133.17,0.0,163.98,0.0,1007.47,996.43
6809,300.74,0.0,87.77,269.91,0.0,990.32,776.97
6810,318.83,0.0,109.97,141.89,5.23,1073.41,821.27
6811,300.78,0.0,99.09,276.61,0.0,843.99,792.27
6812,406.18,0.0,0.0,271.06,0.0,943.28,665.47
6813,240.73,0.0,96.5,215.42,0.0,946.32,827.79
6814,242.09,156.74,0.0,193.18,0.0,999.79,849.71
6815,345.99,0.0,0.0,202.5,0.0,1050.91,825.67
6816,305.09,139.92,0.0,150.33,5.49,870.89,826.42
6817,369.74,0.0,0.0,111.57,7.99,1011.56,718.25
6818,303.06,0.0,0.0,117.59,8.4,1101.69,745.24
6819,448.53,0.0,0.0,199.21,0.0,848.8,716.01
6820,324.91,0.0,0.0,97.81,6.42,980.23,912.08
6821,261.79,141.16,0.0,151.18,5.72,1048.5,826.67
6822,357.15,0.0,0.0,218.54,0.0,960.74,739.86
6823,237.59,0.0,90.95,148.37,0.0,1002.18,747.44
6824,396.37,0.0,0.0,152.38,5.73,1037.99,702.26
6825,223.67,194.01,0.0,209.07,0.0,1057.83,719.92
6826,305.96,0.0,109.85,151.62,8.76,1120.46,803.54
6827,352.65,0.0,0.0,175.08,0.0,846.2,833.05
6828,447.32,0.0,0.0,178.74,8.47,906.0,869.36
6829,415.8,0.0,0.0,153.99,8.8,1003.67,868.71
6830,397.72,0.0,0.0,138.78,6.25,1088.45,731.37
6831,351.25,0.0,0.0,127.9,7.13,1127.64,752.31
6832,362.09,0.0,0.0,125.13,6.63,1052.64,860.59
6833,384.07,0.0,0.0,163.62,0.0,909.21,857.63
6834,325.2,0.0,0.0,220.72,0.0,1037.76,844.65
6835,438.55,0.0,0.0,296.32,0.0,947.02,680.53
6836,393.37,0.0,0.0,271.81,0.0,811.28,801.17
6837,386.98,0.0,0.0,136.29,7.78,1052.38,727.62
6838,249.84,0.0,63.17,204.52,0.0,1090.22,859.54
6839,369.73,0.0,0.0,249.44,0.0,964.44,912.1
6840,262.04,142.78,0.0,229.52,0.0,872.77,870.46
6841,330.36,0.0,0.0,140.64,0.0,1143.86,835.06
6842,314.01,0.0,86.24,179.73,0.0,883.29,801.96
6843,280.71,161.02,0.0,132.7,8.95,960.2,877.26
6844,365.11,0.0,0.0,213.12,0.0,899.55,851.13
6845,230.33,119.19,0.0,111.93,6.61,1003.78,927.46
6846,242.73,0.0,85.93,111.58,5.3,944.89,830.78
6847,209.79,175.66,0.0,246.01,0.0,973.86,741.88
6848,254.94,147.9,0.0,156.7,5.24,994.59,909.56
6849,216.49,157.67,0.0,141.99,5.43,1048.44,863.61
6850,441.35,0.0,0.0,192.34,0.0,847.69,789.01
6851,446.68,0.0,0.0,221.86,0.0,898.1,702.55
6852,402.6,0.0,0.0,188.97,0.0,897.58,762.78
6853,235.99,131.16,0.0,145.17,9.03,1001.27,788.22
6854,327.8,0.0,120.17,140.41,8.04,1029.2,835.43
6855,240.91,0.0,77.42,215.6,0.0,963.12,801.22
6856,378.4,0.0,0.0,235.03,0.0,955.88,864.12
6857,405.52,0.0,0.0,235.62,0.0,845.57,773.34
6858,420.25,0.0,0.0,208.41,0.0,1044.28,802.79
6859,441.03,0.0,0.0,234.88,0.0,893.19,798.56
6860,255.81,177.14,0.0,263.99,0.0,868.38,769.88
6861,167.96,138.8,0.0,145.79,0.0,1061.68,920.26
6862,420.55,0.0,0.0,280.64,0.0,841.64,706.79
6863,413.93,0.0,0.0,221.17,0.0,1084.04,725.31
6864,179.84,121.44,0.0,162.28,0.0,962.11,776.66
6865,315.27,0.0,0.0,98.64,6.53,1078.74,898.45
6866,245.26,107.26,0.0,144.29,0.0,1151.95,782.15
6867,328.63,0.0,0.0,175.36,0.0,949.02,864.12
6868,323.0,0.0,112.88,250.59,0.0,953.95,686.08
6869,252.78,0.0,106.27,153.16,0.0,1007.46,921.02
6870,243.53,0.0,98.46,157.96,0.0,1018.9,705.04
6871,244.26,0.0,93.88,114.07,9.27,1215.33,812.32
6872,352.38,0.0,0.0,222.7,0.0,950.79,686.47
6873,266.2,123.23,0.0,244.18,0.0,947.1,723.58
6874,373.7,0.0,0.0,248.28,0.0,915.53,759.48
6875,228.16,0.0,76.66,212.49,0.0,986.9,813.68
6876,440.52,0.0,0.0,255.89,0.0,945.58,652.3
6877,261.66,144.27,0.0,251.75,0.0,918.91,861.68
6878,224.29,194.55,0.0,170.9,0.0,959.78,726.06
6879,369.47,0.0,0.0,217.75,0.0,913.83,724.31
6880,413.73,0.0,0.0,143.52,6.4,960.69,871.1
6881,436.12,0.0,0.0,158.52,8.56,987.38,906.78
6882,299.5,0.0,107.83,155.69,5.04,1034.1,869.64
6883,303.13,0.0,0.0,166.18,0.0,1007.0,761.15
6884,213.49,213.36,0.0,266.6,0.0,918.44,659.86
6885,427.43,0.0,0.0,212.21,0.0,958.13,892.91
6886,432.06,0.0,0.0,208.78,0.0,1081.8,739.78
6887,230.41,0.0,81.01,184.32,0.0,1052.36,815.66
6888,223.19,0.0,78.16,138.97,0.0,1095.81,827.53
6889,360.8,0.0,0.0,160.89,0.0,1088.31,887.41
6890,350.08,0.0,0.0,106.93,9.23,1034.99,853.25
6891,404.46,0.0,0.0,142.37,9.51,978.95,832.0
6892,181.55,130.7,0.0,181.62,0.0,1011.64,806.23
6893,373.54,0.0,0.0,255.0,0.0,1072.82,766.53
6894,202.77,184.77,0.0,152.76,9.33,924.07,846.18
6895,309.62,0.0,0.0,195.88,0.0,991.61,784.79
6896,232.48,188.04,0.0,217.05,0.0,1026.34,723.55
6897,401.08,0.0,0.0,148.17,5.52,872.85,817.95
6898,220.88,210.06,0.0,220.82,0.0,874.71,831.7
6899,412.13,0.0,0.0,279.63,0.0,832.94,800.82
6900,285.32,0.0,111.88,165.86,0.0,941.31,926.54
6901,261.07,187.07,0.0,145.42,6.45,889.34,733.76
6902,258.53,161.48,0.0,256.18,0.0,914.58,902.04
6903,163.59,149.72,0.0,116.25,9.84,975.12,922.94
6904,407.0,0.0,0.0,259.99,0.0,891.67,711.8
6905,302.74,0.0,0.0,141.65,0.0,1009.58,769.84
6906,318.33,0.0,113.18,184.99,0.0,900.87,865.77
6907,298.81,142.27,0.0,173.42,8.3,1042.53,804.92
6908,354.52,0.0,0.0,220.34,0.0,952.66,807.06
6909,225.74,119.11,0.0,202.26,0.0,1074.1,807.53
6910,386.58,0.0,0.0,157.05,0.0,1066.13,775.73
6911,335.33,0.0,0.0,178.2,0.0,1029.66,701.61
6912,228.45,110.66,0.0,228.62,0.0,962.16,764.94
6913,426.69,0.0,0.0,172.0,0.0,856.05,759.76
6914,337.63,0.0,105.37,226.98,0.0,989.98,794.14
6915,414.43,0.0,0.0,254.86,0.0,917.39,658.98
6916,308.55,0.0,0.0,160.31,0.0,926.91,843.47
6917,222.65,129.9,0.0,108.27,5.46,997.35,937.45
6918,427.04,0.0,0.0,288.02,0.0,866.13,725.01
6919,286.16,0.0,104.84,232.26,0.0,1011.61,813.07
6920,291.11,146.31,0.0,276.63,0.0,829.81,802.28
6921,436.21,0.0,0.0,236.33,0.0,926.95,646.44
6922,416.64,0.0,0.0,133.75,8.8,870.09,827.22
6923,423.99,0.0,0.0,182.98,0.0,947.33,695.39
6924,223.0,179.92,0.0,122.14,6.61,995.5,767.34
6925,440.67,0.0,0.0,218.59,0.0,813.96,790.94
6926,233.06,171.16,0.0,234.31,0.0,946.19,691.1
6927,432.48,0.0,0.0,181.4,0.0,979.8,846.36
6928,218.36,118.51,0.0,218.63,0.0,958.99,848.8
6929,210.52,150.02,0.0,168.93,0.0,1032.51,823.81
6930,221.23,117.69,0.0,130.99,7.09,1096.55,808.57
6931,224.87,184.23,0.0,165.52,0.0,991.99,776.03
6932,378.24,0.0,0.0,116.27,6.12,1044.97,884.75
6933,421.0,0.0,0.0,255.54,0.0,820.51,744.74
6934,413.75,0.0,0.0,168.87,0.0,1061.92,712.03
6935,190.66,132.0,0.0,161.35,0.0,1060.15,835.75
6936,338.64,0.0,101.26,177.97,0.0,956.76,823.88
6937,314.09,0.0,0.0,134.86,0.0,927.04,918.87
6938,305.52,0.0,120.33,183.43,0.0,956.17,857.21
6939,423.05,0.0,0.0,243.77,0.0,934.93,873.8
6940,301.97,0.0,125.2,217.34,0.0,994.74,801.08
6941,436.03,0.0,0.0,196.98,0.0,939.84,634.51
6942,242.68,0.0,60.71,161.61,0.0,919.13,890.51
6943,398.86,0.0,0.0,251.85,0.0,830.68,728.54
6944,268.44,179.86,0.0,299.1,0.0,809.4,750.86
6945,247.38,0.0,86.76,103.76,9.74,942.7,849.92
6946,228.16,209.57,0.0,268.31,0.0,762.32,756.24
6947,361.8,0.0,0.0,202.69,0.0,929.61,711.8
6948,247.89,145.71,0.0,265.27,0.0,946.38,635.12
6949,314.49,0.0,0.0,148.28,0.0,1066.87,843.35
6950,424.18,0.0,0.0,157.46,5.6,987.77,845.75
6951,291.74,0.0,117.11,285.11,0.0,870.87,833.05
6952,367.12,0.0,0.0,193.0,0.0,1014.84,814.14
6953,315.81,0.0,0.0,189.43,0.0,1075.73,885.62
6954,432.33,0.0,0.0,261.86,0.0,1036.42,720.15
6955,432.55,0.0,0.0,279.18,0.0,828.6,778.53
6956,412.56,0.0,0.0,231.46,0.0,913.1,889.47
6957,331.6,0.0,0.0,212.63,0.0,1059.16,778.39
6958,347.37,0.0,0.0,107.45,8.98,1072.74,765.81
6959,263.1,0.0,83.2,222.57,0.0,1125.87,791.56
6960,410.44,0.0,0.0,239.92,0.0,894.66,677.84
6961,388.15,0.0,0.0,187.75,0.0,930.53,732.04
6962,363.35,0.0,0.0,190.5,0.0,981.48,924.83
6963,416.54,0.0,0.0,158.33,5.19,1034.43,834.44
6964,252.55,190.44,0.0,199.68,0.0,1004.8,706.39
6965,370.86,0.0,0.0,126.6,6.49,1093.6,871.27
6966,349.91,0.0,0.0,125.84,7.89,1026.59,933.3
6967,393.85,0.0,0.0,270.71,0.0,806.3,788.99
6968,338.95,0.0,106.36,232.43,0.0,891.66,824.86
6969,314.47,0.0,117.81,201.15,0.0,1043.63,702.87
6970,218.7,153.89,0.0,218.26,0.0,1008.96,866.54
6971,297.62,0.0,107.81,273.29,0.0,944.68,652.87
6972,435.68,0.0,0.0,216.02,0.0,967.2,732.12
6973,222.71,215.82,0.0,163.69,7.62,926.47,689.78
6974,276.93,0.0,112.25,207.27,0.0,962.31,722.35
6975,303.4,0.0,125.82,161.99,7.35,837.42,790.2
6976,306.12,0.0,91.2,241.64,0.0,823.62,745.48
6977,282.07,127.75,0.0,221.71,0.0,808.6,807.23
6978,278.04,0.0,109.08,120.16,5.0,1031.73,957.15
6979,439.48,0.0,0.0,239.6,0.0,933.8,716.6
6980,427.79,0.0,0.0,214.99,0.0,937.64,882.86
6981,366.21,0.0,0.0,157.76,0.0,884.45,829.64
6982,221.16,197.63,0.0,184.56,0.0,827.44,775.02
6983,355.99,0.0,0.0,108.68,7.31,1066.28,928.19
6984,284.02,0.0,118.04,202.71,0.0,926.47,817.37
6985,248.56,122.03,0.0,156.5,0.0,1057.27,815.79
6986,286.35,0.0,119.18,196.62,0.0,898.16,895.85
6987,259.23,0.0,108.62,255.0,0.0,930.48,824.55
6988,400.48,0.0,0.0,158.91,7.23,975.57,761.81
6989,352.81,0.0,0.0,150.09,0.0,1028.02,925.31
6990,315.46,0.0,108.97,268.84,0.0,895.11,630.49
6991,317.55,0.0,130.1,313.23,0.0,915.11,748.8
6992,209.23,124.04,0.0,205.29,0.0,1013.83,833.79
6993,413.24,0.0,0.0,242.14,0.0,979.87,840.23
6994,440.6,0.0,0.0,262.02,0.0,872.04,776.54
6995,405.62,0.0,0.0,280.54,0.0,838.05,733.82
6996,398.97,0.0,0.0,197.09,0.0,965.06,848.27
6997,441.35,0.0,0.0,167.82,8.01,937.35,912.53
6998,282.31,0.0,115.84,248.29,0.0,995.2,673.5
6999,251.07,167.32,0.0,283.43,0.0,838.55,668.1
7000,297.67,0.0,81.49,152.38,0.0,1032.78,923.09
7001,305.26,0.0,80.47,174.9,0.0,1058.04,760.12
7002,278.36,142.35,0.0,276.01,0.0,976.8,739.67
7003,241.7,0.0,96.45,214.92,0.0,1032.5,716.03
7004,438.11,0.0,0.0,254.95,0.0,964.77,829.53
7005,412.15,0.0,0.0,191.67,0.0,1066.81,788.66
7006,320.7,0.0,0.0,116.26,7.68,977.25,970.78
7007,243.05,129.47,0.0,186.89,0.0,960.63,808.37
7008,414.79,0.0,0.0,256.84,0.0,894.66,639.77
7009,429.86,0.0,0.0,296.81,0.0,758.79,752.23
7010,215.55,179.82,0.0,243.06,0.0,953.8,839.25
7011,316.75,0.0,0.0,173.54,0.0,1052.95,799.49
7012,317.1,0.0,125.07,175.77,5.73,858.38,766.62
7013,319.55,0.0,0.0,206.45,0.0,898.03,889.24
7014,218.67,139.94,0.0,215.45,0.0,919.29,847.04
7015,262.94,178.32,0.0,244.08,0.0,883.35,713.58
7016,414.53,0.0,0.0,250.1,0.0,913.38,766.49
7017,403.75,0.0,0.0,187.81,0.0,1090.17,774.44
7018,445.29,0.0,0.0,236.0,0.0,919.11,691.18
7019,288.42,128.52,0.0,149.68,7.86,918.88,835.29
7020,241.51,206.06,0.0,204.05,0.0,795.32,785.59
7021,212.36,110.31,0.0,185.84,0.0,1028.19,757.39
7022,253.55,149.26,0.0,263.69,0.0,829.81,748.65
7023,260.41,162.9,0.0,270.11,0.0,949.55,661.43
7024,276.25,170.87,0.0,189.75,0.0,836.65,767.82
7025,401.8,0.0,0.0,267.53,0.0,824.6,805.61
7026,352.69,0.0,0.0,195.9,0.0,976.4,864.78
7027,289.91,147.48,0.0,170.76,6.78,975.21,883.81
7028,358.94,0.0,0.0,225.14,0.0,949.31,811.2
7029,352.69,0.0,0.0,133.56,7.32,1180.94,808.67
7030,263.49,0.0,78.33,224.29,0.0,1064.15,853.97
7031,410.37,0.0,0.0,268.98,0.0,965.12,820.56
7032,183.02,174.17,0.0,174.6,0.0,1036.74,849.8
7033,258.93,145.58,0.0,254.8,0.0,866.82,685.2
7034,353.77,0.0,0.0,227.41,0.0,961.42,781.73
7035,252.22,157.38,0.0,219.13,0.0,971.94,879.94
7036,236.79,171.38,0.0,229.9,0.0,961.83,831.33
7037,229.22,0.0,76.84,92.69,8.69,1115.78,757.3
7038,391.35,0.0,0.0,251.89,0.0,925.89,722.57
7039,279.49,150.02,0.0,298.97,0.0,878.21,597.02
7040,228.15,134.93,0.0,233.54,0.0,958.93,742.89
7041,352.74,0.0,0.0,233.88,0.0,1050.16,818.55
7042,382.94,0.0,0.0,232.82,0.0,1077.35,730.62
7043,339.47,0.0,0.0,163.83,0.0,1133.13,766.81
7044,380.87,0.0,0.0,155.58,0.0,911.59,773.93
7045,401.42,0.0,0.0,182.61,0.0,852.7,801.29
7046,301.58,0.0,99.33,137.67,9.64,1005.99,911.05
7047,186.08,130.34,0.0,185.39,0.0,921.72,873.2
7048,410.83,0.0,0.0,188.7,0.0,989.46,718.76
7049,446.87,0.0,0.0,152.93,9.94,899.89,723.42
7050,302.12,0.0,0.0,193.93,0.0,1122.73,821.44
7051,213.49,201.02,0.0,217.58,0.0,840.16,823.6
7052,376.7,0.0,0.0,135.52,7.36,1064.74,769.96
7053,318.49,0.0,88.21,215.86,0.0,1048.14,772.65
7054,292.26,144.94,0.0,285.16,0.0,894.47,697.46
7055,334.53,0.0,0.0,108.49,7.91,1056.39,944.49
7056,435.4,0.0,0.0,261.27,0.0,929.33,619.64
7057,191.76,129.9,0.0,110.51,5.29,1045.7,912.98
7058,325.27,0.0,114.4,261.4,0.0,799.32,756.12
7059,316.91,0.0,0.0,124.34,9.06,980.99,784.12
7060,427.11,0.0,0.0,262.29,0.0,866.15,683.54
7061,397.59,0.0,0.0,227.64,0.0,906.71,821.13
7062,418.13,0.0,0.0,270.31,0.0,803.54,770.49
7063,243.53,197.24,0.0,178.17,0.0,1027.8,756.41
7064,329.98,0.0,107.02,176.71,0.0,1001.56,732.36
7065,196.68,115.45,0.0,101.51,6.12,1081.89,838.51
7066,403.97,0.0,0.0,256.53,0.0,849.9,705.49
7067,303.91,0.0,0.0,169.58,0.0,1181.74,838.76
7068,409.76,0.0,0.0,149.15,9.85,861.13,847.37
7069,417.15,0.0,0.0,249.06,0.0,947.45,673.86
7070,304.54,0.0,0.0,146.15,0.0,1053.59,832.22
7071,291.36,0.0,86.47,244.85,0.0,874.67,777.06
7072,214.86,205.4,0.0,186.43,0.0,990.3,767.18
7073,222.95,0.0,81.67,150.73,0.0,973.33,853.33
7074,276.84,0.0,77.96,201.16,0.0,865.04,831.78
7075,238.28,120.14,0.0,189.14,0.0,995.27,901.97
7076,243.74,0.0,78.44,195.59,0.0,974.31,902.77
7077,323.08,0.0,92.31,130.69,8.58,1056.25,870.5
7078,322.25,0.0,96.32,173.16,0.0,1046.8,802.75
7079,283.91,0.0,80.07,157.7,0.0,981.81,841.53
7080,392.19,0.0,0.0,228.38,0.0,888.87,784.43
7081,347.62,0.0,0.0,150.08,0.0,1019.0,735.77
7082,334.47,0.0,91.01,154.66,9.95,1009.46,771.6
7083,416.77,0.0,0.0,164.0,8.41,1072.75,736.68
7084,385.99,0.0,0.0,239.42,0.0,909.63,689.24
7085,396.38,0.0,0.0,186.6,0.0,1051.47,714.83
7086,358.5,0.0,0.0,134.86,5.44,1086.06,732.82
7087,438.43,0.0,0.0,159.59,7.22,1029.65,697.41
7088,242.52,168.03,0.0,166.22,0.0,1041.03,776.17
7089,443.99,0.0,0.0,267.84,0.0,1003.08,675.1
7090,314.34,0.0,126.8,183.12,0.0,919.04,845.86
7091,252.71,154.29,0.0,246.03,0.0,944.85,848.33
7092,230.27,0.0,89.68,211.37,0.0,967.16,898.29
7093,201.92,120.09,0.0,131.44,0.0,1005.88,803.12
7094,267.5,165.52,0.0,171.33,7.26,1034.73,723.76
7095,277.58,0.0,103.84,136.62,9.73,999.34,780.52
7096,235.81,156.57,0.0,263.54,0.0,859.2,810.85
7097,223.23,206.56,0.0,289.07,0.0,775.45,775.11
7098,404.14,0.0,0.0,255.49,0.0,995.57,722.83
7099,437.92,0.0,0.0,219.36,0.0,878.18,708.79
7100,431.92,0.0,0.0,159.61,5.49,874.89,844.59
7101,436.93,0.0,0.0,290.77,0.0,841.96,699.96
7102,392.16,0.0,0.0,223.45,0.0,852.44,761.25
7103,409.1,0.0,0.0,172.11,0.0,967.9,739.37
7104,281.15,129.44,0.0,146.18,9.8,1097.93,746.35
7105,232.2,158.74,0.0,205.94,0.0,874.47,830.74
7106,331.67,0.0,101.51,297.6,0.0,848.09,762.16
7107,442.72,0.0,0.0,182.35,0.0,1020.27,844.32
7108,218.13,136.62,0.0,186.98,0.0,979.12,778.76
7109,258.2,164.77,0.0,216.11,0.0,858.24,767.77
7110,222.14,171.53,0.0,145.69,8.37,928.09,844.04
7111,424.97,0.0,0.0,214.24,0.0,1059.28,781.99
7112,428.62,0.0,0.0,180.39,0.0,908.89,778.9
7113,440.58,0.0,0.0,189.61,0.0,909.37,837.52
7114,445.92,0.0,0.0,154.94,9.62,1031.84,752.1
7115,298.24,0.0,83.25,121.09,8.83,982.99,928.73
7116,329.93,0.0,119.87,285.77,0.0,823.49,695.65
7117,312.27,0.0,0.0,186.78,0.0,1005.66,895.49
7118,325.83,0.0,120.19,226.55,0.0,960.53,735.59
7119,375.48,0.0,0.0,200.07,0.0,1080.74,801.57
7120,439.39,0.0,0.0,179.59,0.0,938.12,692.0
7121,310.79,0.0,106.57,257.84,0.0,1048.09,731.07
7122,269.25,0.0,69.45,170.34,0.0,1120.8,826.82
7123,227.72,119.17,0.0,114.9,9.11,1086.27,731.59
7124,357.16,0.0,0.0,222.18,0.0,1038.88,705.38
7125,408.0,0.0,0.0,256.11,0.0,877.0,767.24
7126,391.6,0.0,0.0,163.4,0.0,965.29,760.89
7127,242.51,0.0,65.36,145.38,0.0,1103.79,879.37
7128,239.81,190.91,0.0,282.03,0.0,1027.9,740.05
7129,400.12,0.0,0.0,217.91,0.0,891.83,728.29
7130,323.43,0.0,0.0,153.03,0.0,930.87,797.49
7131,224.48,210.76,0.0,178.99,0.0,889.31,754.05
7132,362.73,0.0,0.0,147.79,0.0,1133.51,852.67
7133,403.13,0.0,0.0,134.36,6.86,903.71,826.89
7134,316.06,0.0,114.67,299.51,0.0,885.79,639.33
7135,427.9,0.0,0.0,141.72,7.79,1098.28,814.11
7136,303.86,0.0,0.0,192.87,0.0,1015.42,747.55
7137,309.36,0.0,82.99,126.89,8.8,918.74,855.01
7138,319.96,0.0,112.5,173.32,0.0,989.05,680.64
7139,259.01,152.67,0.0,243.16,0.0,908.09,810.66
7140,266.08,0.0,109.21,157.61,0.0,996.92,717.64
7141,218.06,175.98,0.0,160.67,0.0,967.79,908.56
7142,289.59,0.0,80.6,167.29,0.0,939.57,845.52
7143,421.97,0.0,0.0,129.44,8.15,1027.84,875.63
7144,357.43,0.0,0.0,150.82,0.0,1115.11,833.4
7145,269.25,0.0,108.1,118.13,8.52,987.21,973.0
7146,431.83,0.0,0.0,143.35,8.62,988.76,819.69
7147,385.2,0.0,0.0,188.85,0.0,934.73,860.73
7148,297.78,0.0,119.3,137.06,8.6,1085.42,800.67
7149,400.61,0.0,0.0,177.38,0.0,1065.76,720.49
7150,350.16,0.0,0.0,218.01,0.0,848.96,820.84
7151,286.04,0.0,79.8,199.08,0.0,962.64,711.77
7152,361.19,0.0,0.0,155.54,0.0,991.38,835.19
7153,428.01,0.0,0.0,187.23,0.0,986.31,729.16
7154,282.56,134.82,0.0,162.41,6.64,1110.67,768.44
7155,408.92,0.0,0.0,186.45,0.0,1089.87,780.6
7156,352.69,0.0,0.0,141.94,0.0,1102.87,814.46
7157,344.6,0.0,0.0,194.68,0.0,1036.88,890.65
7158,398.05,0.0,0.0,269.44,0.0,871.4,822.28
7159,445.52,0.0,0.0,219.93,0.0,905.15,903.84
7160,412.56,0.0,0.0,164.49,5.16,996.76,772.08
7161,357.4,0.0,0.0,202.65,0.0,1055.63,746.67
7162,354.26,0.0,0.0,184.83,0.0,1131.22,822.87
7163,206.93,99.35,0.0,206.96,0.0,1069.24,730.4
7164,190.53,167.78,0.0,227.16,0.0,889.22,780.96
7165,258.91,160.63,0.0,162.19,8.28,991.0,802.52
7166,289.23,0.0,86.73,166.5,0.0,880.93,791.1
7167,434.64,0.0,0.0,152.75,8.41,945.52,735.63
7168,346.03,0.0,0.0,220.93,0.0,982.51,903.74
7169,369.99,0.0,0.0,158.77,0.0,988.88,701.42
7170,231.53,156.4,0.0,175.06,0.0,852.81,796.28
7171,384.33,0.0,0.0,126.58,6.93,1013.68,817.8
7172,435.71,0.0,0.0,286.96,0.0,911.57,722.74
7173,425.4,0.0,0.0,144.39,9.72,926.02,784.29
7174,417.44,0.0,0.0,274.83,0.0,891.77,675.86
7175,406.93,0.0,0.0,164.61,0.0,921.11,746.48
7176,394.2,0.0,0.0,231.09,0.0,923.11,922.49
7177,359.44,0.0,0.0,213.77,0.0,979.2,887.34
7178,401.87,0.0,0.0,274.34,0.0,947.6,717.09
7179,361.82,0.0,0.0,197.06,0.0,1048.94,887.19
7180,346.02,0.0,0.0,186.14,0.0,1080.03,864.34
7181,244.48,190.28,0.0,212.48,0.0,812.4,810.36
7182,245.12,0.0,65.27,207.7,0.0,1130.56,809.74
7183,371.15,0.0,0.0,258.42,0.0,873.28,726.65
7184,349.54,0.0,0.0,181.43,0.0,1023.19,767.4
7185,441.66,0.0,0.0,241.8,0.0,917.21,846.92
7186,208.17,203.7,0.0,184.76,0.0,925.93,723.59
7187,274.85,0.0,108.96,205.57,0.0,992.12,846.64
7188,400.44,0.0,0.0,213.36,0.0,1042.95,798.84
7189,390.82,0.0,0.0,191.46,0.0,1005.57,699.04
7190,374.82,0.0,0.0,169.67,0.0,1038.64,797.91
7191,418.25,0.0,0.0,156.15,9.29,1028.67,711.74
7192,404.5,0.0,0.0,277.77,0.0,914.65,762.32
7193,247.85,179.95,0.0,180.49,0.0,987.4,742.79
